IR Value,Red Value,Heart Rate,SpO2
11102,29912,,
11101,29912,,
11104,29918,,
11099,29909,,
11102,29907,,
11101,29915,,
11105,29923,,
11109,29928,,
11108,29930,,
11099,29919,,
11106,29918,,
11103,29923,,
11105,29925,,
11107,29932,,
11105,29928,,
11113,29937,,
11108,29931,,
11110,29933,,
11108,29937,,
11104,29926,,
11104,29926,,
11110,29932,,
11107,29927,,
11112,29937,,
11109,29932,,
11111,29941,,
11111,29940,,
11110,29940,,
11111,29924,,
11108,29927,,
11103,29932,,
11114,29942,,
11115,29953,,
11113,29950,,
11114,29944,,
11106,29941,,
11109,29936,,
11110,29928,,
11107,29933,,
11115,29947,,
11111,29947,,
11114,29948,,
11115,29947,,
11110,29930,,
11115,29949,,
11110,29939,,
11115,29952,,
11113,29952,,
11111,29954,,
11117,29962,,
11112,29951,,
11118,29962,,
11114,29952,,
11119,29962,,
11118,29961,,
11115,29964,,
11118,29962,,
11121,29966,88,95
11113,29959,,
11121,29963,,
11118,29963,,
11122,29962,,
11122,29967,,
11119,29966,,
11122,29965,,
11120,29972,,
11123,29974,,
11119,29956,,
11123,29965,,
11123,29972,,
11118,29973,,
11125,29974,,
11123,29976,,
11122,29967,,
11123,29976,,
11118,29967,,
11125,29972,,
11121,29968,,
11121,29975,,
11129,29987,,
11124,29978,,
11131,29989,,
11126,29976,,
11126,29976,,
11126,29978,,
11122,29973,,
11129,29988,,
11129,29988,,
11131,29990,,
11129,29999,,
11131,29997,,
11128,29988,,
11135,29996,,
11132,29992,,
11132,29997,,
11129,29995,,
11128,29993,,
11133,30002,,
11132,29995,,
11130,30000,,
11129,29997,,
11127,29992,,
11135,29996,,
11130,29993,,
11127,29996,,
11140,30006,,
11132,30003,,
11137,30007,,
11134,29998,,
11133,30003,,
11136,30001,,
11131,30003,,
11136,30008,,
11138,30018,,
11138,30021,,
11144,30033,,
11143,30031,,
11138,30024,,
11141,30024,,
11138,30025,,
11149,30038,,
11139,30037,,
11142,30037,,
11145,30043,,
11145,30038,,
11152,30057,,
11149,30071,,
11152,30093,,
11144,30110,,
12487,34280,,
14849,40614,,
14422,39506,,
13692,37733,,
15906,43946,,
15544,42787,,
15031,41664,,
15090,41952,,
15090,41952,,
14845,41020,,
13465,37095,,
10523,29254,,
7428,19987,,
3343,7511,,
2408,4796,,
1883,3281,,
1675,2624,,
1582,2339,,
1542,2214,,
1543,2189,,
1533,2161,,
1558,2179,,
1558,2179,,
1562,2190,,
1570,2193,,
1597,2224,,
1589,2215,,
1596,2218,,
1566,2189,,
1537,2154,,
1545,2162,,
1531,2149,,
1548,2167,,
1550,2175,,
1558,2185,,
1596,2231,,
1617,2263,,
1682,2345,,
1768,2462,,
1930,2683,,
2282,3170,,
2889,4011,,
3983,5463,,
6008,8047,,
11100,14286,,
26573,34725,,
59593,9337,,
41737,1692,,
40157,144,,
39695,65376,,
39132,64851,,
38489,64225,,
37992,63755,,
37522,63295,,
37195,62976,,
36780,62611,,
36428,62263,,
35803,61695,,
35415,61376,,
35217,61149,,
35106,61007,,
35034,60917,,
34996,60886,,
34970,60836,,
34955,60807,,
34942,60771,,
34928,60730,,
34930,60713,,
34930,60691,,
34947,60683,,
34964,60670,,
34979,60664,,
35011,60660,,
35011,60660,,
35028,60663,,
35052,60688,,
35067,60700,,
35098,60701,,
35115,60710,,
35131,60717,,
35151,60726,,
35170,60756,,
35184,60746,,
35206,60772,,
35204,60774,,
35222,60775,,
35241,60802,,
35238,60796,,
35241,60811,,
35248,60822,,
35256,60833,,
35265,60820,,
35283,60829,,
35278,60839,,
35291,60854,,
35298,60846,,
35307,60849,,
35309,60840,,
35315,60845,,
35321,60843,,
35332,60849,,
35335,60846,,
35340,60855,,
35351,60850,,
35352,60874,,
35355,60866,,
35362,60871,,
35370,60879,,
35370,60875,,
35375,60892,,
35378,60883,,
35382,60893,,
35392,60898,,
35390,60900,,
35400,60900,,
35400,60890,,
35408,60908,,
35401,60909,,
35407,60914,,
35424,60913,,
35422,60922,,
35431,60923,,
35425,60918,,
35425,60920,,
35431,60935,,
35432,60930,,
35446,60942,,
35437,60935,,
35453,60941,71,97
35448,60945,,
35456,60962,,
35456,60949,,
35465,60964,,
35465,60964,,
35467,60974,,
35471,60972,,
35484,60978,,
35487,60966,,
35482,60982,,
35485,60976,,
35477,60966,,
35489,60973,,
35489,60986,,
35500,60976,,
35495,60982,,
35504,60985,,
35514,60998,,
35513,61016,,
35520,60997,,
35529,61014,,
35538,60999,,
35544,61018,,
35544,61018,,
35553,61016,,
35572,61017,,
35573,61010,,
35579,61033,,
35583,61046,,
35596,61037,,
35600,61050,,
35604,61037,,
35606,61038,,
35620,61058,,
35615,61048,,
35623,61056,,
35629,61073,,
35640,61074,,
35646,61093,,
35648,61079,,
35649,61091,,
35656,61109,,
35659,61088,,
35673,61102,,
35674,61102,,
35678,61126,,
35687,61123,,
35686,61131,,
35689,61125,,
35699,61113,,
35703,61121,,
35702,61138,,
35709,61115,,
35718,61133,,
35712,61132,,
35712,61132,,
35715,61122,,
35726,61130,,
35723,61131,,
35735,61147,,
35728,61141,,
35739,61141,,
35746,61144,,
35738,61138,,
35747,61155,,
35750,61162,,
35759,61170,,
35759,61160,,
35767,61175,,
35768,61183,,
35763,61180,,
35773,61180,,
35778,61188,,
35784,61176,,
35797,61183,,
35791,61176,,
35796,61204,,
35797,61191,,
35799,61201,,
35807,61200,,
35809,61205,,
35809,61210,,
35815,61213,,
35820,61205,,
35821,61213,,
35833,61222,,
35825,61220,,
35833,61220,,
35834,61219,,
35846,61236,,
35838,61222,,
35852,61241,,
35846,61227,,
35841,61229,,
35850,61227,,
35853,61224,,
35849,61228,,
35857,61243,,
35852,61221,,
35856,61233,,
35848,61229,,
35860,61237,,
35865,61235,,
35864,61237,,
35876,61243,,
35875,61240,,
35876,61256,,
35879,61244,,
35875,61256,,
35887,61262,,
35881,61249,,
35882,61251,,
35885,61267,,
35885,61267,,
35886,61267,,
35891,61257,,
35895,61270,,
35896,61270,,
35902,61280,,
35898,61261,,
35898,61286,,
35897,61281,,
35908,61271,,
35912,61286,,
35902,61277,,
35908,61284,,
35914,61281,,
35916,61291,,
35914,61289,,
35915,61284,,
35922,61296,,
35919,61280,,
35915,61287,,
35907,61286,,
35916,61285,,
35918,61289,,
35916,61280,,
35916,61292,,
35913,61293,,
35913,61278,,
35922,61300,,
35915,61289,,
35920,61290,,
35929,61289,,
35923,61307,,
35929,61323,,
35930,61307,,
35931,61327,,
35927,61324,,
35940,61317,,
35944,61336,,
35939,61332,,
35946,61339,,
35937,61338,,
35952,61340,,
35948,61336,,
35945,61333,,
35952,61353,,
35942,61338,,
35948,61349,,
35945,61349,,
35949,61342,,
35950,61356,,
35950,61356,,
35953,61357,,
35949,61358,,
35948,61349,,
35940,61346,,
35938,61357,,
35930,61353,,
35942,61354,,
35928,61354,,
35939,61371,,
35940,61358,,
35938,61373,,
35926,61348,,
35925,61338,,
35925,61347,,
35917,61344,,
35918,61338,,
35903,61338,,
35901,61335,,
35902,61341,,
35888,61330,,
35900,61347,,
35886,61350,,
35899,61343,,
35895,61339,,
35901,61369,,
35892,61354,,
35898,61369,,
35915,61380,,
35924,61371,,
35937,61399,,
35938,61398,,
35953,61410,,
35957,61411,,
35968,61410,,
35987,61419,,
35995,61431,50,100
36007,61438,,
36005,61436,,
36017,61448,,
36023,61443,,
36030,61464,,
36031,61447,,
36046,61456,,
36052,61484,,
36057,61471,,
36069,61491,,
36072,61478,,
36080,61491,,
36073,61486,,
36083,61496,,
36096,61492,,
36090,61503,,
36098,61496,,
36100,61510,,
36099,61503,,
36107,61500,,
36109,61504,,
36105,61510,,
36117,61509,,
36117,61506,,
36117,61506,,
36129,61526,,
36121,61517,,
36135,61519,,
36133,61536,,
36137,61529,,
36145,61543,,
36145,61532,,
36149,61539,,
36153,61530,,
36147,61538,,
36152,61542,,
36158,61542,,
36153,61544,,
36150,61538,,
36166,61540,,
36170,61546,,
36163,61559,,
36175,61575,,
36176,61552,,
36184,61581,,
36182,61556,,
36185,61576,,
36185,61572,,
36187,61566,,
36188,61572,,
36192,61580,,
36201,61570,,
36201,61577,,
36205,61590,,
36202,61561,,
36208,61579,,
36199,61578,,
36207,61569,,
36217,61579,,
36206,61571,,
36216,61576,,
36214,61561,,
36219,61576,,
36207,61568,,
36214,61582,,
36224,61578,,
36217,61568,,
36224,61568,,
36220,61578,,
36222,61571,,
36231,61584,,
36228,61575,,
36228,61575,,
36234,61585,,
36221,61575,,
36239,61583,,
36235,61574,,
36236,61579,,
36244,61591,,
36242,61591,,
36245,61600,,
36242,61598,,
36248,61597,,
36251,61592,,
36249,61601,,
36249,61600,,
36256,61604,,
36259,61612,,
36257,61603,,
36266,61623,,
36257,61621,,
36267,61607,,
36259,61634,,
36266,61618,,
36270,61630,,
36267,61620,,
36270,61620,,
36268,61615,,
36271,61616,,
36267,61611,,
36271,61590,,
36275,61609,,
36270,61608,,
36276,61605,,
36275,61596,,
36284,61615,,
36272,61603,,
36280,61592,,
36282,61589,,
36280,61597,,
36287,61599,,
36282,61608,,
36287,61603,,
36286,61611,,
36291,61617,,
36293,61620,,
36280,61614,,
36286,61607,,
36297,61617,,
36296,61613,,
36300,61608,,
36295,61615,,
36301,61628,,
36300,61617,,
36310,61628,,
36303,61632,,
36305,61631,,
36299,61641,,
36314,61634,,
36308,61642,,
36311,61629,,
36314,61648,,
36314,61648,,
36315,61628,,
36326,61634,,
36322,61643,,
36325,61663,,
36316,61647,,
36325,61650,,
36315,61636,,
36325,61643,,
36331,61636,,
36324,61628,,
36323,61634,,
36328,61625,,
36327,61630,,
36327,61629,,
36331,61624,,
36321,61617,,
36322,61629,,
36327,61616,,
36325,61611,,
36330,61631,,
36333,61614,,
36330,61618,,
36328,61629,,
36336,61620,,
36333,61641,,
36334,61626,,
36340,61631,,
36337,61635,,
36338,61628,,
36341,61636,,
36347,61632,,
36342,61639,,
36358,61648,,
36354,61646,,
36347,61640,,
36345,61638,,
36346,61641,,
36350,61646,,
36355,61643,,
36352,61643,,
36355,61663,,
36361,61644,,
36360,61656,,
36350,61652,,
36353,61642,,
36357,61649,,
36356,61635,,
36365,61642,,
36358,61630,,
36358,61630,,
36358,61634,,
36351,61617,,
36356,61625,,
36350,61621,,
36351,61614,,
36352,61615,,
36349,61619,,
36355,61628,,
36351,61614,,
36346,61612,,
36349,61609,,
36351,61617,,
36350,61616,,
36345,61620,,
36353,61605,,
36350,61603,,
36342,61609,83,95
36356,61613,,
36351,61606,,
36350,61622,,
36347,61614,,
36351,61612,,
36358,61623,,
36342,61619,,
36354,61620,,
36354,61613,,
36345,61606,,
36353,61615,,
36351,61613,,
36357,61618,,
36358,61626,,
36356,61618,,
36366,61633,,
36362,61624,,
36356,61629,,
36360,61638,,
36363,61617,,
36367,61631,,
36357,61625,,
36360,61614,,
36360,61620,,
36353,61598,,
36352,61605,,
36350,61586,,
36355,61585,,
36354,61602,,
36350,61586,,
36357,61596,,
36355,61587,,
36356,61596,,
36346,61595,,
36352,61595,,
36353,61600,,
36354,61588,,
36352,61604,,
36366,61601,,
36360,61582,,
36360,61615,,
36357,61590,,
36361,61600,,
36361,61600,,
36362,61612,,
36354,61594,,
36362,61615,,
36357,61606,,
36364,61598,,
36366,61602,,
36363,61591,,
36372,61615,,
36366,61607,,
36373,61617,,
36372,61616,,
36371,61614,,
36377,61616,,
36386,61628,,
36370,61616,,
36383,61631,,
36391,61638,,
36380,61626,,
36392,61644,,
36386,61625,,
36390,61647,,
36383,61617,,
36389,61634,,
36383,61624,,
36387,61617,,
36392,61619,,
36391,61608,,
36391,61614,,
36384,61608,,
36393,61618,,
36396,61607,,
36393,61616,,
36402,61605,,
36406,61607,,
36408,61629,,
36394,61604,,
36403,61626,,
36397,61623,,
36401,61619,,
36405,61628,,
36399,61625,,
36404,61623,,
36409,61636,,
36406,61623,,
36407,61641,,
36400,61635,,
36414,61629,,
36415,61637,,
36408,61635,,
36413,61639,,
36407,61643,,
36416,61644,,
36417,61642,,
36417,61636,,
36417,61665,,
36419,61643,,
36431,61651,,
36419,61643,,
36422,61658,,
36416,61658,,
36422,61652,,
36432,61653,,
36425,61656,,
36429,61655,,
36424,61645,,
36424,61645,,
36424,61664,,
36421,61634,,
36421,61645,,
36421,61643,,
36423,61626,,
36424,61640,,
36426,61648,,
36417,61657,,
36423,61638,,
36424,61635,,
36428,61649,,
36423,61641,,
36426,61646,,
36426,61641,,
36423,61647,,
36431,61639,,
36425,61641,,
36432,61650,,
36425,61657,,
36428,61644,,
36441,61653,,
36442,61668,,
36449,61667,,
36452,61670,,
36461,61680,,
36464,61666,,
36466,61691,,
36471,61691,,
36477,61689,,
36482,61694,,
36483,61680,,
36484,61729,,
36482,61700,,
36486,61702,,
36489,61705,,
36481,61686,,
36490,61712,,
36480,61696,,
36486,61689,,
36491,61681,,
36491,61691,,
36488,61690,,
36481,61680,,
36488,61685,,
36480,61673,,
36486,61674,,
36490,61680,,
36493,61688,,
36492,61687,,
36492,61691,,
36492,61691,,
36496,61692,,
36488,61707,,
36494,61688,,
36494,61697,,
36485,61692,,
36486,61688,,
36501,61688,,
36499,61686,,
36501,61700,,
36496,61695,,
36492,61698,,
36495,61699,,
36500,61698,,
36501,61688,,
36502,61711,,
36495,61703,,
36504,61717,,
36500,61712,,
36500,61717,,
36502,61708,,
36512,61714,,
36514,61707,,
36511,61715,,
36506,61711,,
36511,61695,,
36507,61707,,
36507,61693,,
36513,61699,,
36506,61686,,
36511,61692,,
36505,61678,,
36503,61681,,
36500,61691,,
36512,61689,,
36509,61674,,
36509,61673,,
36510,61691,,
36511,61692,,
36505,61678,71,95
36513,61691,,
36510,61696,,
36518,61684,,
36518,61692,,
36520,61687,,
36518,61715,,
36510,61693,,
36518,61704,,
36507,61705,,
36518,61701,,
36518,61694,,
36528,61712,,
36524,61705,,
36536,61713,,
36529,61714,,
36535,61725,,
36530,61715,,
36535,61727,,
36535,61727,,
36542,61724,,
36551,61733,,
36557,61736,,
36548,61734,,
36548,61734,,
36543,61726,,
36543,61726,,
36560,61734,,
36555,61719,,
36556,61725,,
36556,61727,,
36553,61716,,
36554,61726,,
36561,61710,,
36556,61717,,
36553,61716,,
36565,61719,,
36561,61713,,
36568,61707,,
36569,61725,,
36571,61711,,
36572,61740,,
36581,61725,,
36577,61732,,
36583,61730,,
36589,61722,,
36592,61733,,
36595,61746,,
36599,61734,,
36600,61727,,
36607,61748,,
36613,61748,,
36613,61755,,
36610,61748,,
36620,61757,,
36622,61764,,
36622,61756,,
36629,61752,,
36630,61766,,
36630,61770,,
36637,61770,,
36643,61779,,
36638,61778,,
36656,61789,,
36659,61773,,
36660,61785,,
36654,61783,,
36666,61790,,
36673,61794,,
36672,61785,,
36680,61804,,
36685,61803,,
36695,61793,,
36695,61793,,
36696,61783,,
36700,61800,,
36701,61792,,
36705,61789,,
36717,61803,,
36710,61794,,
36720,61817,,
36713,61808,,
36720,61815,,
36721,61829,,
36729,61826,,
36738,61831,,
36732,61821,,
36737,61833,,
36734,61845,,
36743,61848,,
36738,61840,,
36750,61835,,
36756,61841,,
36759,61840,,
36756,61855,,
36755,61843,,
36758,61854,,
36758,61863,,
36760,61852,,
36767,61867,,
36770,61863,,
36767,61858,,
36774,61868,,
36774,61879,,
36777,61881,,
36778,61878,,
36776,61886,,
36768,61877,,
36773,61880,,
36776,61892,,
36777,61877,,
36782,61883,,
36776,61880,,
36785,61880,,
36780,61866,,
36778,61880,,
36776,61874,,
36777,61860,,
36781,61863,,
36774,61862,,
36776,61859,,
36784,61871,,
36778,61864,,
36785,61864,,
36786,61880,,
36778,61858,,
36783,61865,,
36775,61872,,
36778,61864,,
36784,61875,,
36788,61863,,
36788,61874,,
36788,61874,,
36781,61864,,
36793,61880,,
36778,61882,,
36794,61888,,
36788,61888,,
36785,61882,,
36798,61891,,
36796,61883,,
36792,61898,,
36792,61896,,
36791,61891,,
36789,61896,,
36791,61889,,
36798,61894,,
36793,61889,,
36802,61895,,
36799,61903,,
36802,61897,,
36796,61899,,
36801,61888,,
36798,61896,,
36795,61885,,
36800,61889,,
36795,61890,,
36795,61886,,
36803,61887,,
36798,61886,,
36814,61890,,
36799,61888,,
36802,61887,,
36792,61881,,
36804,61895,,
36805,61895,,
36804,61885,,
36799,61890,,
36804,61898,,
36804,61893,,
36804,61890,,
36815,61904,,
36808,61900,,
36807,61911,,
36807,61888,,
36803,61911,,
36811,61911,,
36814,61913,,
36809,61902,,
36807,61916,,
36799,61900,,
36803,61914,,
36797,61913,,
36797,61913,,
36802,61913,,
36811,61924,,
36808,61905,,
36804,61933,,
36801,61914,,
36804,61928,,
36797,61917,,
36805,61915,,
36801,61911,,
36809,61900,,
36811,61911,,
36795,61916,,
36796,61894,,
36797,61907,,
36803,61904,,
36803,61903,,
36806,61911,107,92
